Sample,Title,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqelyMappedRate,
ERX1268170,Sample 7_part 1,leaves,Col-0,wild type,--,PRJEB12204,14145346,0.8489,
ERX1268171,Sample 7_part 2,leaves,Col-0,wild type,--,PRJEB12204,14415760,0.8479,
ERX1268172,Sample 7_part 3,leaves,Col-0,wild type,--,PRJEB12204,14441656,0.8471,
ERX1268173,Sample 8_part 1,leaves,Col-0,wild type,--,PRJEB12204,12057476,0.8902,
ERX1268174,Sample 8_part 2,leaves,Col-0,wild type,--,PRJEB12204,12278488,0.8894,
ERX1268175,Sample 8_part 3,leaves,Col-0,wild type,--,PRJEB12204,12298724,0.8879,
ERX1268176,Sample 9_part 1,leaves,Col-0,wild type,--,PRJEB12204,14762757,0.8985,
ERX1268177,Sample 9_part 2,leaves,Col-0,wild type,--,PRJEB12204,15028362,0.899,
ERX1268178,Sample 9_part 3,leaves,Col-0,wild type,--,PRJEB12204,15052039,0.8976,
ERX1366475,E-MTAB-4508:Col-0_T2,leaves,Col-0,--,--,PRJEB12877,18678371,0.9025,
ERX1366476,E-MTAB-4508:Col-0_T3,leaves,Col-0,--,--,PRJEB12877,22913979,0.5916,
ERX1366477,E-MTAB-4508:Col-0_T4,leaves,Col-0,--,--,PRJEB12877,15118726,0.9135,
ERX1366478,E-MTAB-4508:Col-0_wt,leaves,Col-0,--,--,PRJEB12877,17421012,0.8922,
ERX1366479,E-MTAB-4508:Ey152_T1,leaves,Ey152,--,--,PRJEB12877,13682531,0.8305,
ERX1366480,E-MTAB-4508:Ey152_T2,leaves,Ey152,--,--,PRJEB12877,15983825,0.8486,
ERX1366481,E-MTAB-4508:Ey152_T3,leaves,Ey152,--,--,PRJEB12877,11278803,0.8241,
ERX1366482,E-MTAB-4508:Ey152_T4,leaves,Ey152,--,--,PRJEB12877,10826690,0.8371,
ERX1366483,E-MTAB-4508:Ey152_T5,leaves,Ey152,--,--,PRJEB12877,14805128,0.8094,
ERX1366484,E-MTAB-4508:Ey152_wt,leaves,Ey152,--,--,PRJEB12877,16623203,0.7826,
ERX1366486,E-MTAB-4508:ICE138_T2,leaves,ICE138,--,--,PRJEB12877,19337918,0.8407,
ERX1366487,E-MTAB-4508:ICE138_T3,leaves,ICE138,--,--,PRJEB12877,17962102,0.8343,
ERX1366488,E-MTAB-4508:ICE138_wt,leaves,ICE138,--,--,PRJEB12877,17979681,0.8367,
ERX1366489,E-MTAB-4508:ICE153_T1,leaves,ICE153,--,--,PRJEB12877,22759772,0.8602,
ERX1366490,E-MTAB-4508:ICE153_T2,leaves,ICE153,--,--,PRJEB12877,14694884,0.8459,
ERX1366491,E-MTAB-4508:ICE153_T3,leaves,ICE153,--,--,PRJEB12877,16577712,0.8546,
ERX1366493,E-MTAB-4508:ICE153_T5,leaves,ICE153,--,--,PRJEB12877,21187279,0.8488,
ERX1366494,E-MTAB-4508:ICE153_wt,leaves,ICE153,--,--,PRJEB12877,16973538,0.8509,
ERX1366495,E-MTAB-4508:ICE75_T1,leaves,ICE75,--,--,PRJEB12877,16643808,0.852,
ERX1366496,E-MTAB-4508:ICE75_T2,leaves,ICE75,--,--,PRJEB12877,12270596,0.8516,
ERX1366497,E-MTAB-4508:ICE75_T3,leaves,ICE75,--,--,PRJEB12877,17898873,0.8575,
ERX1366498,E-MTAB-4508:ICE75_T4,leaves,ICE75,--,--,PRJEB12877,19936799,0.8553,
ERX1366499,E-MTAB-4508:ICE75_wt,leaves,ICE75,--,--,PRJEB12877,12997591,0.856,
ERX1366500,E-MTAB-4508:ICE97_T1,leaves,ICE97,--,--,PRJEB12877,24368083,0.2955,
ERX1366501,E-MTAB-4508:ICE97_T2,leaves,ICE97,--,--,PRJEB12877,14954153,0.8518,
ERX1366503,E-MTAB-4508:ICE97_T4,leaves,ICE97,--,--,PRJEB12877,15632795,0.8719,
ERX1366504,E-MTAB-4508:ICE97_wt,leaves,ICE97,--,--,PRJEB12877,18080199,0.8388,
ERX1366505,E-MTAB-4508:Ler_T1,leaves,Ler,--,--,PRJEB12877,19320770,0.8494,
ERX1366506,E-MTAB-4508:Ler_T2,leaves,Ler,--,--,PRJEB12877,21302194,0.8428,
ERX1366507,E-MTAB-4508:Ler_T3,leaves,Ler,--,--,PRJEB12877,20844474,0.8486,
ERX1366508,E-MTAB-4508:Ler_T4,leaves,Ler,--,--,PRJEB12877,20640078,0.8566,
ERX1366509,E-MTAB-4508:Ler_T5,leaves,Ler,--,--,PRJEB12877,17782493,0.8603,
ERX1366510,E-MTAB-4508:Ler_wt,leaves,Ler,--,--,PRJEB12877,19844229,0.8505,
ERX1366511,E-MTAB-4508:Sha_T1,leaves,Sha,--,--,PRJEB12877,24818685,0.5383,
ERX1366513,E-MTAB-4508:Sha_T3,leaves,Sha,--,--,PRJEB12877,11020847,0.8138,
ERX1366514,E-MTAB-4508:Sha_T4,leaves,Sha,--,--,PRJEB12877,19759901,0.8346,
ERX1366516,E-MTAB-4508:Sha_wt,leaves,Sha,--,--,PRJEB12877,17175668,0.8469,
ERX1366517,E-MTAB-4508:walhasB4_T1,leaves,walhasB4,--,--,PRJEB12877,26918512,0.8255,
ERX1366518,E-MTAB-4508:walhasB4_T2,leaves,walhasB4,--,--,PRJEB12877,16200446,0.8544,
ERX1366519,E-MTAB-4508:walhasB4_T3,leaves,walhasB4,--,--,PRJEB12877,23857214,0.8528,
ERX1366521,E-MTAB-4508:walhasB4_T5,leaves,walhasB4,--,--,PRJEB12877,12176535,0.8051,
ERX1366522,E-MTAB-4508:walhasB4_wt,leaves,walhasB4,--,--,PRJEB12877,17071435,0.8708,
ERX1366523,E-MTAB-4508:Yeg1_T1,leaves,Yeg1,--,--,PRJEB12877,20893281,0.8529,
ERX1366524,E-MTAB-4508:Yeg1_T2,leaves,Yeg1,--,--,PRJEB12877,21742757,0.8499,
ERX1366525,E-MTAB-4508:Yeg1_wt,leaves,Yeg1,--,--,PRJEB12877,23026484,0.8632,
ERX1409523,Sample 25,seedlings,Col-0,Col-0 WT pX6-3xHA-AGO1,--,PRJEB13163,20867735,0.907,
ERX1409524,Sample 26,seedlings,Col-0,Col-0 WT pX6-3xHA-AGO1,--,PRJEB13163,21124981,0.9036,
ERX1409525,Sample 27,seedlings,Col-0,ago1-3 pX6-3xHA-AGO1,--,PRJEB13163,22587946,0.9033,
ERX1409526,Sample 28,seedlings,Col-0,ago1-3 pX6-3xHA-AGO1,--,PRJEB13163,23885374,0.9083,
ERX1409527,Sample 29,seedlings,Col-0,ago1-3 FLAG-AGO1WT pX6-3xHA-AGO1,--,PRJEB13163,20838064,0.8853,
ERX1409529,Sample 30,seedlings,Col-0,ago1-3 FLAG-AGO1WT pX6-3xHA-AGO1,--,PRJEB13163,22949448,0.8978,
ERX1409530,Sample 31,seedlings,Col-0,ago1-3 FLAG-AGO1H988F pX6-3xHA-AGO1,--,PRJEB13163,24606169,0.9034,
ERX1409531,Sample 32,seedlings,Col-0,ago1-3 FLAG-AGO1H988F pX6-3xHA-AGO1,--,PRJEB13163,27640730,0.8923,
ERX1409532,Sample 33,seedlings,Col-0,ago1-3 FLAG-AGO1E803A pX6-3xHA-AGO1,--,PRJEB13163,24724056,0.8808,
ERX1409533,Sample 34,seedlings,Col-0,ago1-3 FLAG-AGO1E803A pX6-3xHA-AGO1,--,PRJEB13163,25104165,0.8997,
ERX1409534,Sample 35,seedlings,Col-0,ago1-3 FLAG-AGO1D762A pX6-3xHA-AGO1,--,PRJEB13163,21418570,0.9031,
ERX1409535,Sample 36,seedlings,Col-0,ago1-3 FLAG-AGO1D762A pX6-3xHA-AGO1,--,PRJEB13163,24335348,0.8914,
ERX1409536,Sample 37,seedlings,Col-0,ago1-3 FLAG-AGO1WT,--,PRJEB13163,12298133,0.8764,
ERX1409537,Sample 38,seedlings,Col-0,ago1-3 FLAG-AGO1WT,--,PRJEB13163,14807971,0.8542,
ERX1409538,Sample 39,seedlings,Col-0,ago1-3 FLAG-AGO1WT,--,PRJEB13163,13081283,0.8618,
ERX1409540,Sample 40,seedlings,Col-0,ago1-3 FLAG-AGO1WT,--,PRJEB13163,14387693,0.8398,
ERX1409541,Sample 41,seedlings,Col-0,ago1-3,--,PRJEB13163,13700825,0.852,
ERX1409542,Sample 42,seedlings,Col-0,ago1-3,--,PRJEB13163,12189446,0.8961,
ERX1409543,Sample 43,seedlings,Col-0,ago1-3 FLAG-AGO1D762A,--,PRJEB13163,12811922,0.8905,
ERX1409544,Sample 44,seedlings,Col-0,ago1-3 FLAG-AGO1D762A,--,PRJEB13163,11958584,0.8759,
ERX1409545,Sample 45,seedlings,Col-0,ago1-3 FLAG-AGO1E803A,--,PRJEB13163,12614087,0.8912,
ERX1409546,Sample 46,seedlings,Col-0,ago1-3 FLAG-AGO1E803A,--,PRJEB13163,11535742,0.876,
ERX1409547,Sample 47,seedlings,Col-0,ago1-3 FLAG-AGO1H988F,--,PRJEB13163,17344607,0.876,
ERX1409548,Sample 48,seedlings,Col-0,ago1-3 FLAG-AGO1H988F,--,PRJEB13163,12553312,0.87,
ERX1413466,PHB1,inflorescence,Col-0,--,--,PRJEB13223,11350952,0.0137,
ERX1477495,Sample 1,rosette leaf,Col-0,--,--,PRJEB13938,28299127,0.8589,
ERX1477496,Sample 10,rosette leaf,Col-0,--,--,PRJEB13938,30510407,0.8619,
ERX1477497,Sample 11,rosette leaf,Col-0,--,--,PRJEB13938,30853344,0.848,
ERX1477498,Sample 12,rosette leaf,Col-0,--,--,PRJEB13938,33069744,0.8619,
ERX1477499,Sample 13,rosette leaf,Col-0,--,--,PRJEB13938,25658246,0.8655,
ERX1477500,Sample 14,rosette leaf,Col-0,--,--,PRJEB13938,33431640,0.8566,
ERX1477501,Sample 15,rosette leaf,Col-0,--,--,PRJEB13938,30344148,0.8554,
ERX1477503,Sample 16,rosette leaf,Col-0,--,--,PRJEB13938,28374485,0.8632,
ERX1477504,Sample 17,rosette leaf,Col-0,--,--,PRJEB13938,30406360,0.8682,
ERX1477505,Sample 18,rosette leaf,Col-0,--,--,PRJEB13938,30410278,0.8519,
ERX1477506,Sample 19,rosette leaf,Col-0,--,--,PRJEB13938,31742379,0.8651,
ERX1477507,Sample 2,rosette leaf,Col-0,--,--,PRJEB13938,29998706,0.8509,
ERX1477508,Sample 20,rosette leaf,Col-0,--,--,PRJEB13938,44847997,0.8576,
ERX1477509,Sample 21,rosette leaf,Col-0,--,--,PRJEB13938,32527667,0.8638,
ERX1477510,Sample 22,rosette leaf,Col-0,--,--,PRJEB13938,20802749,0.86,
ERX1477511,Sample 23,rosette leaf,Col-0,--,--,PRJEB13938,31698717,0.8627,
ERX1477512,Sample 24,rosette leaf,Col-0,--,--,PRJEB13938,25716621,0.8532,
ERX1477513,Sample 25,rosette leaf,Col-0,--,--,PRJEB13938,32565144,0.8521,
ERX1477514,Sample 26,rosette leaf,Col-0,--,--,PRJEB13938,26514539,0.8569,
ERX1477515,Sample 27,rosette leaf,Col-0,--,--,PRJEB13938,28753790,0.8539,
ERX1477516,Sample 28,rosette leaf,Col-0,--,--,PRJEB13938,38183581,0.8578,
ERX1477517,Sample 29,rosette leaf,Col-0,--,--,PRJEB13938,38863210,0.8531,
ERX1477518,Sample 3,rosette leaf,Col-0,--,--,PRJEB13938,32378082,0.8584,
ERX1477519,Sample 30,rosette leaf,Col-0,--,--,PRJEB13938,36489143,0.8536,
ERX1477520,Sample 31,rosette leaf,Col-0,--,--,PRJEB13938,30591764,0.8587,
ERX1477521,Sample 32,rosette leaf,Col-0,--,--,PRJEB13938,29284032,0.8637,
ERX1477522,Sample 33,rosette leaf,Col-0,--,--,PRJEB13938,32142270,0.8677,
ERX1477523,Sample 34,rosette leaf,Col-0,--,--,PRJEB13938,40893545,0.8483,
ERX1477524,Sample 35,rosette leaf,Col-0,--,--,PRJEB13938,29253705,0.8714,
ERX1477526,Sample 36,rosette leaf,Col-0,--,--,PRJEB13938,37740444,0.8571,
ERX1477527,Sample 37,rosette leaf,Col-0,--,--,PRJEB13938,34585373,0.8549,
ERX1477528,Sample 38,rosette leaf,Col-0,--,--,PRJEB13938,36664302,0.8685,
ERX1477529,Sample 39,rosette leaf,Col-0,--,--,PRJEB13938,54320155,0.8524,
ERX1477530,Sample 4,rosette leaf,Col-0,--,--,PRJEB13938,39750569,0.8553,
ERX1477531,Sample 40,rosette leaf,Col-0,--,--,PRJEB13938,27741300,0.8623,
ERX1477532,Sample 41,rosette leaf,Col-0,--,--,PRJEB13938,29458011,0.8676,
ERX1477533,Sample 42,rosette leaf,Col-0,--,--,PRJEB13938,60852457,0.8346,
ERX1477534,Sample 43,rosette leaf,Col-0,--,--,PRJEB13938,35753981,0.827,
ERX1477535,Sample 44,rosette leaf,Col-0,--,--,PRJEB13938,41702210,0.8588,
ERX1477536,Sample 45,rosette leaf,Col-0,--,--,PRJEB13938,59992266,0.8587,
ERX1477537,Sample 46,rosette leaf,Col-0,--,--,PRJEB13938,35424300,0.8572,
ERX1477538,Sample 47,rosette leaf,Col-0,--,--,PRJEB13938,35019668,0.8661,
ERX1477540,Sample 48,rosette leaf,Col-0,--,--,PRJEB13938,37327831,0.8288,
ERX1477541,Sample 5,rosette leaf,Col-0,--,--,PRJEB13938,49299161,0.857,
ERX1477542,Sample 6,rosette leaf,Col-0,--,--,PRJEB13938,32685706,0.8448,
ERX1477543,Sample 7,rosette leaf,Col-0,--,--,PRJEB13938,32969766,0.8496,
ERX1477544,Sample 8,rosette leaf,Col-0,--,--,PRJEB13938,41272236,0.8562,
ERX1477545,Sample 9,rosette leaf,Col-0,--,--,PRJEB13938,39805627,0.8715,
ERX1488695,BAY_R_AD,root,Bay-0,Bay-0,--,PRJEB14092,32849794,0.8725,
ERX1488696,BAY_R_AL,root,Bay-0,Bay-0,--,PRJEB14092,37178848,0.8727,
ERX1488697,BAY_R_SD,root,Bay-0,Bay-0,--,PRJEB14092,35695474,0.8717,
ERX1488698,BAY_S_AD,shoot,Bay-0,Bay-0,--,PRJEB14092,33508476,0.8582,
ERX1488699,BAY_S_AL,shoot,Bay-0,Bay-0,--,PRJEB14092,37096563,0.8689,
ERX1488700,BAY_S_SD,shoot,Bay-0,Bay-0,--,PRJEB14092,34008582,0.8516,
ERX1488701,C24_R_AD,root,C24,C24,--,PRJEB14092,30382720,0.8658,
ERX1488702,C24_R_AL,root,C24,C24,--,PRJEB14092,37296595,0.8722,
ERX1488703,C24_R_SD,root,C24,C24,--,PRJEB14092,37651294,0.8661,
ERX1488704,C24_S_AD,shoot,C24,C24,--,PRJEB14092,33297611,0.8571,
ERX1488705,C24_S_AL,shoot,C24,C24,--,PRJEB14092,36384824,0.8643,
ERX1488706,C24_S_SD,shoot,C24,C24,--,PRJEB14092,34586914,0.8542,
ERX1488707,COL_R_AD,root,Col(gl),Col(gl),complete darkness,PRJEB14092,42921704,0.9063,
ERX1488708,COL_R_AL,root,Col(gl),Col(gl),Mock,PRJEB14092,38884713,0.9213,
ERX1488709,COL_R_SD,root,Col(gl),Col(gl),complete darkness and complete submergence,PRJEB14092,40543049,0.9047,
ERX1488710,COL_S_AD,shoot,Col(gl),Col(gl),complete darkness,PRJEB14092,29262982,0.9052,
ERX1488711,COL_S_AL,shoot,Col(gl),Col(gl),Mock,PRJEB14092,27320214,0.9042,
ERX1488712,COL_S_SD,shoot,Col(gl),Col(gl),complete darkness and complete submergence,PRJEB14092,21655964,0.9113,
ERX1488713,CVI_R_AD,root,Cvi-0,Cvi-0,--,PRJEB14092,36638478,0.8495,
ERX1488714,CVI_R_AL,root,Cvi-0,Cvi-0,--,PRJEB14092,32966157,0.8489,
ERX1488715,CVI_R_SD,root,Cvi-0,Cvi-0,--,PRJEB14092,37506651,0.8518,
ERX1488716,CVI_S_AD,shoot,Cvi-0,Cvi-0,--,PRJEB14092,37163714,0.8479,
ERX1488717,CVI_S_AL,shoot,Cvi-0,Cvi-0,--,PRJEB14092,34122373,0.8429,
ERX1488718,CVI_S_SD,shoot,Cvi-0,Cvi-0,--,PRJEB14092,34976608,0.8555,
ERX1488719,ITA_R-AL,root,Ita-0,Ita-0,--,PRJEB14092,38676831,0.8435,
ERX1488720,ITA_R_AD,root,Ita-0,Ita-0,--,PRJEB14092,34067561,0.8418,
ERX1488721,ITA_R_SD,root,Ita-0,Ita-0,--,PRJEB14092,38989272,0.8424,
ERX1488722,ITA_S_AD,shoot,Ita-0,Ita-0,--,PRJEB14092,31355335,0.8602,
ERX1488723,ITA_S_AL,shoot,Ita-0,Ita-0,--,PRJEB14092,31989497,0.8533,
ERX1488724,ITA_S_SD,shoot,Ita-0,Ita-0,--,PRJEB14092,37260206,0.8671,
ERX1488725,KAS_R_AD,root,Kas-1,Kas-1,--,PRJEB14092,37226377,0.8512,
ERX1488726,KAS_R_AL,root,Kas-1,Kas-1,--,PRJEB14092,36783160,0.8507,
ERX1488727,KAS_R_SD,root,Kas-1,Kas-1,--,PRJEB14092,33411646,0.8524,
ERX1488728,KAS_S_AD,shoot,Kas-1,Kas-1,--,PRJEB14092,34885304,0.8585,
ERX1488729,KAS_S_AL,shoot,Kas-1,Kas-1,--,PRJEB14092,33008003,0.8596,
ERX1488730,KAS_S_SD,shoot,Kas-1,Kas-1,--,PRJEB14092,34318638,0.8601,
ERX1488731,LP26_R_AD,root,Lp2-6,Lp2-6,--,PRJEB14092,35876039,0.867,
ERX1488732,LP26_R_AL,root,Lp2-6,Lp2-6,--,PRJEB14092,36630138,0.8648,
ERX1488733,LP26_R_SD,root,Lp2-6,Lp2-6,--,PRJEB14092,39354713,0.8671,
ERX1488734,LP26_S_AD,shoot,Lp2-6,Lp2-6,--,PRJEB14092,38395591,0.8718,
ERX1488735,LP26_S_AL,shoot,Lp2-6,Lp2-6,--,PRJEB14092,39794747,0.8696,
ERX1488736,LP26_S_SD,shoot,Lp2-6,Lp2-6,--,PRJEB14092,46957642,0.8821,
ERX1488737,WS2_R_AD,root,Ws-2,Ws-2,--,PRJEB14092,39140376,0.8813,
ERX1488738,WS2_R_AL,root,Ws-2,Ws-2,--,PRJEB14092,45392444,0.8719,
ERX1488739,WS2_R_SD,root,Ws-2,Ws-2,--,PRJEB14092,41679398,0.8777,
ERX1488740,WS2_S_AD,shoot,Ws-2,Ws-2,--,PRJEB14092,36326096,0.8686,
ERX1488741,WS2_S_AL,shoot,Ws-2,Ws-2,--,PRJEB14092,39323861,0.8597,
ERX1488742,WS2_S_SD,shoot,Ws-2,Ws-2,--,PRJEB14092,31548484,0.8758,
ERX1503497,CAT0,leaves,Col-0,Cat2-2,--,PRJEB14219,21510240,0.8026,
ERX1503498,CAT3,leaves,Col-0,Cat2-2,--,PRJEB14219,26854323,0.836,
ERX1503499,WT0,leaves,Col-0,wild type,--,PRJEB14219,25608005,0.7675,
ERX1503500,WT3,leaves,Col-0,wild type,--,PRJEB14219,25603078,0.8715,
ERX1512314,Col0_late A; WT ovules late,ovule,Col-0,wild type,--,PRJEB14196,22564882,0.8295,
ERX1512315,Col0_late B; WT ovules late,ovule,Col-0,wild type,--,PRJEB14196,23305714,0.8407,
ERX1512316,Col0_late C; WT ovules late,ovule,Col-0,wild type,--,PRJEB14196,22110029,0.8617,
ERX1512318,rkd3-2_late A; rkd mutant late phase,ovule,Col-0,rkd3-2 mutant,--,PRJEB14196,24095467,0.8424,
ERX1512319,rkd3-2_late B; rkd mutant late phase,ovule,Col-0,rkd3-2 mutant,--,PRJEB14196,25498564,0.8578,
ERX1512320,rkd3-2_late C; rkd mutant late phase,ovule,Col-0,rkd3-2 mutant,--,PRJEB14196,15461672,0.8732,
ERX1512321,Col-0_early_1; WT ovules early,ovule,Col-0,wild type,--,PRJEB14196,17751668,0.8825,
ERX1512322,Col-0_early_2; WT ovules early,ovule,Col-0,wild type,--,PRJEB14196,16218984,0.8811,
ERX1512323,Col-0_late_1; WT ovules late,ovule,Col-0,wild type,--,PRJEB14196,15412960,0.8667,
ERX1512324,Col-0_late_2; WT ovules late,ovule,Col-0,wild type,--,PRJEB14196,16498613,0.8175,
ERX1512325,rkd2-2_early_1; rkd mutant early phase,ovule,Col-0,rkd2-2 mutant,--,PRJEB14196,15395155,0.8323,
ERX1512326,rkd2-2_early_2; rkd mutant early phase,ovule,Col-0,rkd2-2 mutant,--,PRJEB14196,17746447,0.858,
ERX1512327,rkd2-2_late_1; rkd mutant late phase,ovule,Col-0,rkd2-2 mutant,--,PRJEB14196,16793240,0.8108,
ERX1512328,rkd2-2_late_2; rkd mutant late phase,ovule,Col-0,rkd2-2 mutant,--,PRJEB14196,16036398,0.8042,
ERX1512329,rkd4-1_early_1; rkd mutant early phase,ovule,Col-0,rkd4-1 mutant,--,PRJEB14196,16305082,0.8014,
ERX1512330,rkd4-1_early_2; rkd mutant early phase,ovule,Col-0,rkd4-1 mutant,--,PRJEB14196,15290501,0.8057,
ERX1512331,rkd4-1_late_1; rkd mutant late phase,ovule,Col-0,rkd4-1 mutant,--,PRJEB14196,16033063,0.8094,
ERX1512332,rkd4-1_late_2; rkd mutant late phase,ovule,Col-0,rkd4-1 mutant,--,PRJEB14196,16544922,0.8751,
ERX1512333,rkd2-4T_late_1; rkd mutant late phase,ovule,Col-0,rkd2-4 mutant,--,PRJEB14196,15050016,0.8903,
ERX1512334,rkd2-4T_late_2; rkd mutant late phase,ovule,Col-0,rkd2-4 mutant,--,PRJEB14196,15689416,0.8826,
ERX1512335,rkd5-2_late_1; rkd mutant late phase,ovule,Col-0,rkd5-2 mutant,--,PRJEB14196,15384793,0.8907,
ERX1517445,Sample 1,rosette leaf,Col-0,wild type,--,PRJEB14313,23037457,0.6666,
ERX1517446,Sample 10,rosette leaf,Col-0,atphb3 ANAC017,--,PRJEB14313,19766568,0.7904,
ERX1517447,Sample 11,rosette leaf,Col-0,atphb3 ANAC017,--,PRJEB14313,19645585,0.793,
ERX1517448,Sample 12,rosette leaf,Col-0,atphb3 ANAC017,--,PRJEB14313,22063236,0.8045,
ERX1517449,Sample 13,rosette leaf,Col-0,atphb3 anac017,--,PRJEB14313,18664155,0.8,
ERX1517450,Sample 14,rosette leaf,Col-0,atphb3 anac017,--,PRJEB14313,29686392,0.8092,
ERX1517451,Sample 15,rosette leaf,Col-0,atphb3 anac017,--,PRJEB14313,21999802,0.8019,
ERX1517452,Sample 2,rosette leaf,Col-0,wild type,--,PRJEB14313,20844176,0.737,
ERX1517453,Sample 3,rosette leaf,Col-0,wild type,--,PRJEB14313,20480006,0.7437,
ERX1517454,Sample 4,rosette leaf,Col-0,rpotmp ANAC017,--,PRJEB14313,19662882,0.792,
ERX1517455,Sample 5,rosette leaf,Col-0,rpotmp ANAC017,--,PRJEB14313,28285042,0.8063,
ERX1517456,Sample 6,rosette leaf,Col-0,rpotmp ANAC017,--,PRJEB14313,19729313,0.7964,
ERX1517457,Sample 7,rosette leaf,Col-0,rpotmp anac017,--,PRJEB14313,24121194,0.8031,
ERX1517458,Sample 8,rosette leaf,Col-0,rpotmp anac017,--,PRJEB14313,19826216,0.7992,
ERX1517459,Sample 9,rosette leaf,Col-0,rpotmp anac017,--,PRJEB14313,23576963,0.803,
ERX1518268,ARR4-OX,seedlings,--,mutant,--,PRJEB14331,14255321,0.8934,
ERX1518269,ARR4-OX-CTK,seedlings,--,ARR4 over expression,--,PRJEB14331,14525461,0.8996,
ERX1518270,deg9,seedlings,--,deg9 mutant,--,PRJEB14331,16615327,0.9002,
ERX1518271,deg9-ctk,seedlings,--,deg9 mutant,--,PRJEB14331,14283128,0.89,
ERX1518272,wild type,seedlings,--,wild type,--,PRJEB14331,14355237,0.8922,
ERX1518273,wild type-CTK,seedlings,--,wild type,--,PRJEB14331,16361852,0.8998,
ERX1532979,rkd5-2_late_2; rkd mutant late phase,ovule,Col-0,rkd5-2 mutant,--,PRJEB14196,25106994,0.8026,
ERX1534861,E-MTAB-4838:12_h_DEX_a,root tip,--,p35S:OBP4-GR,Mock,PRJEB14503,8518370,0.3795,
ERX1534862,E-MTAB-4838:12_h_DEX_b,root tip,--,p35S:OBP4-GR,Mock,PRJEB14503,11527558,0.2512,
ERX1534863,E-MTAB-4838:12_h_DEX_c,root tip,--,p35S:OBP4-GR,Mock,PRJEB14503,8991615,0.754,
ERX1534864,E-MTAB-4838:12_h_EtOH_a,root tip,--,p35S:OBP4-GR,12 h ethanol,PRJEB14503,8002916,0.5872,
ERX1534865,E-MTAB-4838:12_h_EtOH_b,root tip,--,p35S:OBP4-GR,12 h ethanol,PRJEB14503,9045677,0.7311,
ERX1534866,E-MTAB-4838:24_h_DEX_a,root tip,--,p35S:OBP4-GR,dexamethasone,PRJEB14503,8636793,0.7207,
ERX1534867,E-MTAB-4838:24_h_DEX_b,root tip,--,p35S:OBP4-GR,dexamethasone,PRJEB14503,12243921,0.8249,
ERX1534868,E-MTAB-4838:24_h_DEX_c,root tip,--,p35S:OBP4-GR,dexamethasone,PRJEB14503,9179780,0.7567,
ERX1534869,E-MTAB-4838:24_h_EtOH_a,root tip,--,p35S:OBP4-GR,24 h ethanol,PRJEB14503,8559854,0.5448,
ERX1534870,E-MTAB-4838:24_h_EtOH_b,root tip,--,p35S:OBP4-GR,24 h ethanol,PRJEB14503,8487179,0.681,
ERX1534871,E-MTAB-4838:24_h_EtOH_c,root tip,--,p35S:OBP4-GR,24 h ethanol,PRJEB14503,8884124,0.7798,
ERX1648936,E-MTAB-5001:grxs17-1_R1,seedlings,Col-0,--,--,PRJEB15107,43905385,0.8775,
ERX1648937,E-MTAB-5001:grxs17-1_R2,seedlings,Col-0,--,--,PRJEB15107,23949470,0.8706,
ERX1648938,E-MTAB-5001:grxs17-1_R3,seedlings,Col-0,--,--,PRJEB15107,34445973,0.8319,
ERX1659433,Ag-0_C_p,rosette leaf,Ag-0,--,--,PRJEB15161,20953228,0.7757,
ERX1659434,E-MTAB-5009:Ag-0_S,rosette leaf,Ag-0,--,--,PRJEB15161,30367582,0.6896,
ERX1659435,An-1_C_p,rosette leaf,An-1,--,--,PRJEB15161,8282080,0.8168,
ERX1659436,An-1_S_p,rosette leaf,An-1,--,--,PRJEB15161,14640847,0.7102,
ERX1659437,E-MTAB-5009:Bl-1_C,rosette leaf,Bl-1,--,--,PRJEB15161,22025971,0.8374,
ERX1659438,Bl-1_S_p,rosette leaf,Bl-1,--,--,PRJEB15161,21508568,0.8354,
ERX1659439,Blh-1_C_p,rosette leaf,Blh-1,--,--,PRJEB15161,5767322,0.8887,
ERX1659440,Blh-1_S_p,rosette leaf,Blh-1,--,--,PRJEB15161,7705412,0.7721,
ERX1659441,Bor-1_C_p,rosette leaf,Bor-1,--,--,PRJEB15161,7218047,0.8052,
ERX1659442,Bor-1_S_p,rosette leaf,Bor-1,--,--,PRJEB15161,8975048,0.6985,
ERX1659443,Bor-4_C_p,rosette leaf,Bor-4,--,--,PRJEB15161,18577688,0.8569,
ERX1659444,E-MTAB-5009:Bor-4_S,rosette leaf,Bor-4,--,--,PRJEB15161,15695034,0.8428,
ERX1659445,Br-0_C_p,rosette leaf,Br-0,--,--,PRJEB15161,17012844,0.6327,
ERX1659446,Br-0_S_p,rosette leaf,Br-0,--,--,PRJEB15161,16522452,0.7773,
ERX1659447,Bur-0_C_p,rosette leaf,Bur-0,--,--,PRJEB15161,14521528,0.8523,
ERX1659448,Bur-0_S_p,rosette leaf,Bur-0,--,--,PRJEB15161,13748844,0.8234,
ERX1659449,C24_C_p,rosette leaf,C24,--,--,PRJEB15161,17892214,0.4801,
ERX1659450,C24_S_p,rosette leaf,C24,--,--,PRJEB15161,15796753,0.783,
ERX1659451,Can-0_C_p,rosette leaf,Can-0,--,--,PRJEB15161,7992801,0.8178,
ERX1659452,Can-0_S_p,rosette leaf,Can-0,--,--,PRJEB15161,6630899,0.8194,
